iter	Passed	Remaining
632	13774	7986
633	13788	7959
634	13802	7933
635	13816	7907
636	13829	7880
637	13843	7854
638	13859	7829
639	13871	7802
640	13883	7775
641	13896	7749
642	13910	7723
643	13923	7697
644	13937	7670
645	13950	7644
646	13963	7618
647	13985	7596
648	14013	7578
649	14045	7562
650	14079	7548
651	14110	7531
652	14143	7515
653	14177	7500
654	14205	7482
655	14234	7464
656	14264	7447
657	14297	7431
658	14331	7415
659	14366	7400
660	14395	7383
661	14412	7358
662	14433	7336
663	14460	7317
664	14479	7294
665	14501	7272
666	14534	7256
667	14563	7238
668	14593	7220
669	14624	7203
670	14655	7185
671	14679	7165
672	14694	7139
673	14712	7116
674	14733	7094
675	14787	7087
676	14822	7071
677	14841	7048
678	14874	7031
679	14903	7013
680	14922	6990
681	14945	6968
682	14962	6944
683	14984	6922
684	15013	6903
685	15047	6887
686	15082	6871
687	15110	6852
688	15134	6831
689	15163	6812
690	15199	6796
691	15245	6785
692	15259	6760
693	15274	6734
694	15288	6709
695	15300	6682
696	15315	6658
697	15330	6632
698	15343	6606
699	15357	6581
700	15370	6556
701	15385	6531
702	15399	6506
703	15413	6480
704	15427	6455
705	15441	6430
706	15455	6405
707	15468	6379
708	15481	6354
709	15495	6328
710	15511	6305
711	15524	6279
712	15538	6254
713	15552	6229
714	15566	6205
715	15579	6179
716	15591	6154
717	15605	6129
718	15619	6104
719	15633	6079
720	15648	6055
721	15664	6031
722	15676	6006
723	15689	5981
724	15701	5955
725	15715	5931
726	15728	5906
727	15741	5881
728	15759	5858
729	15773	5833
730	15786	5809
731	15801	5785
732	15814	5760
733	15827	5735
734	15842	5712
735	15856	5687
736	15868	5662
737	15883	5638
738	15896	5614
739	15909	5589
740	15921	5565
741	15938	5541
742	15952	5518
743	15966	5493
744	15979	5469
745	15993	5445
746	16005	5420
747	16021	5397
748	16036	5374
749	16049	5349
750	16062	5325
751	16076	5301
752	16089	5277
753	16103	5254
754	16118	5230
755	16131	5206
756	16144	5182
757	16157	5158
758	16171	5134
759	16188	5112
760	16202	5088
761	16217	5065
762	16231	5041
763	16264	5024
764	16298	5006
765	16342	4992
766	16374	4974
767	16407	4956
768	16437	4937
769	16466	4918
770	16498	4900
771	16530	4882
772	16559	4862
773	16589	4843
774	16609	4821
775	16639	4803
776	16668	4783
777	16693	4763
778	16727	4745
779	16772	4730
780	16801	4711
781	16839	4694
782	16870	4675
783	16903	4657
784	16937	4639
785	16963	4618
786	16988	4597
787	17013	4577
788	17025	4553
789	17039	4529
790	17069	4510
791	17089	4488
792	17105	4465
793	17140	4447
794	17164	4425
795	17183	4403
796	17210	4383
797	17242	4364
798	17263	4343
799	17292	4323
800	17310	4300
801	17325	4277
802	17351	4256
803	17379	4236
804	17394	4213
805	17409	4190
806	17449	4173
807	17491	4156
808	17537	4140
809	17577	4123
810	17610	4104
811	17638	4083
812	17665	4063
813	17688	4041
814	17721	4022
815	17756	4003
816	17772	3980
817	17788	3957
818	17806	3935
819	17822	3912
820	17842	3890
821	17873	3870
822	17894	3848
823	17912	3825
824	17939	3805
825	17962	3783
826	17995	3764
827	18025	3744
828	18058	3725
829	18093	3705
830	18130	3687
831	18157	3666
832	18187	3646
833	18204	3623
834	18227	3601
835	18258	3581
836	18277	3559
837	18289	3535
838	18302	3512
839	18316	3488
840	18329	3465
841	18343	3442
842	18356	3418
843	18365	3394
844	18379	3371
845	18397	3349
846	18409	3325
847	18422	3302
848	18438	3279
849	18450	3255
850	18463	3232
851	18477	3209
852	18491	3186
853	18506	3163
854	18521	3141
855	18536	3118
856	18549	3095
857	18563	3072
858	18576	3049
859	18590	3026
860	18618	3005
861	18632	2982
862	18645	2959
863	18660	2937
864	18674	2914
865	18687	2891
866	18714	2870
867	18731	2848
868	18746	2826
869	18759	2803
870	18773	2780
871	18786	2757
872	18800	2734
873	18819	2713
874	18834	2690
875	18847	2667
876	18863	2645
877	18876	2622
878	18889	2600
879	18903	2577
880	18920	2555
881	18935	2533
882	18951	2511
883	18966	2488
884	18980	2466
885	18994	2443
886	19006	2421
887	19022	2399
888	19037	2376
889	19052	2354
890	19065	2332
891	19078	2309
892	19093	2287
893	19108	2265
894	19121	2243
895	19136	2221
896	19149	2198
897	19161	2176
898	19175	2154
899	19189	2132
900	19204	2110
901	19218	2088
902	19234	2066
903	19251	2044
904	19267	2022
905	19281	2000
906	19294	1978
907	19308	1956
908	19321	1934
909	19336	1912
910	19349	1890
911	19362	1868
912	19376	1846
913	19391	1824
914	19404	1802
915	19417	1780
916	19430	1758
917	19443	1736
918	19458	1715
919	19471	1693
920	19484	1671
921	19498	1649
922	19513	1627
923	19528	1606
924	19542	1584
925	19557	1562
926	19570	1541
927	19585	1519
928	19599	1497
929	19612	1476
930	19627	1454
931	19642	1433
932	19655	1411
933	19667	1389
934	19681	1368
935	19693	1346
936	19706	1325
937	19721	1303
938	19749	1283
939	19763	1261
940	19776	1239
941	19791	1218
942	19815	1197
943	19828	1176
944	19843	1154
945	19858	1133
946	19872	1112
947	19887	1090
948	19903	1069
949	19918	1048
950	19933	1027
951	19947	1005
952	19959	984
953	19974	963
954	19986	941
955	19998	920
956	20012	899
957	20024	877
958	20039	856
959	20055	835
960	20070	814
961	20084	793
962	20098	772
963	20113	751
964	20125	729
965	20140	708
966	20154	687
967	20167	666
968	20183	645
969	20197	624
970	20211	603
971	20224	582
972	20238	561
973	20268	541
974	20297	520
975	20327	499
976	20362	479
977	20389	458
978	20421	438
979	20454	417
980	20476	396
981	20505	375
982	20532	355
983	20561	334
984	20589	313
985	20613	292
986	20632	271
987	20655	250
988	20683	230
989	20708	209
990	20739	188
991	20775	167
992	20814	146
993	20860	125
994	20892	104
995	20923	84
996	20952	63
997	20983	42
998	21014	21
999	21045	0
