iter	RMSE
148	7501734.43
149	7498776.731
150	7493154.669
151	7490897.509
152	7486682.214
153	7480210.059
154	7472270.104
155	7463059.653
156	7458210.393
157	7450077.18
158	7447045.674
159	7438328.523
160	7430847.957
161	7424823.596
162	7422003.195
163	7413372.51
164	7409115.421
165	7402357.896
166	7396053.549
167	7392351.463
168	7387365.865
169	7384907.268
170	7381247.199
171	7375349.369
172	7369107.806
173	7366142.313
174	7356577.437
175	7352980.835
176	7349784.862
177	7347653.401
178	7340895.134
179	7335399.03
180	7332175.508
181	7329261.502
182	7323821.283
183	7320383.042
184	7314539.529
185	7312077.483
186	7306844.897
187	7299812.736
188	7294458.544
189	7290707.315
190	7287677.294
191	7282441.184
192	7276030.694
193	7271588.861
194	7269219.551
195	7265667.974
196	7258304.737
197	7253218.574
198	7247940.43
199	7245243.792
200	7240752.258
201	7235693.18
202	7231155.514
203	7228956.029
204	7227111.387
205	7220456.586
206	7216344.471
207	7211573.812
208	7210286.874
209	7203596.891
210	7201187.781
211	7196405.1
212	7191881.525
213	7184673.544
214	7181734.91
215	7177474.617
216	7173802
217	7171699.889
218	7168253.932
219	7164932.561
220	7159750.611
221	7152638.905
222	7149866.178
223	7144560.19
224	7142026.353
225	7138855.699
226	7135846.55
227	7131564.791
228	7128848.519
229	7121285.329
230	7115495.428
231	7109241.319
232	7106473.962
233	7095723.588
234	7091482.974
235	7087973.414
236	7083700.656
237	7077214.165
238	7074311.954
239	7071938.239
240	7067240.989
241	7062161.752
242	7060397.501
243	7054056.932
244	7051247.872
245	7044212.096
246	7042741.919
247	7039412.293
248	7035511.3
249	7030420.11
250	7024622.923
251	7019314.465
252	7017402.904
253	7014714.709
254	7011841.528
255	7009040.958
256	7006781.168
257	7003995.694
258	6998494.868
259	6996841.462
260	6993275.945
261	6988477.922
262	6983093.501
263	6980951.588
264	6976886.612
265	6972960.92
266	6966615.126
267	6959781.729
268	6956999.541
269	6954524.819
270	6949045.911
271	6945711.463
272	6942085.22
273	6936283.69
274	6931594.476
275	6926158.459
276	6924148.895
277	6919969.033
278	6916907.257
279	6913001.55
280	6908353.357
281	6905170.02
282	6901360.132
283	6892836.021
284	6889346.634
285	6887121.061
286	6884039.176
287	6882121.855
288	6878961.303
289	6871463.773
290	6869533.158
291	6866923.281
292	6864704.837
293	6861985.41
294	6858222.651
295	6852005.616
296	6850131.895
297	6846060.398
298	6843094.709
299	6838834.583
300	6837189.763
301	6836189.956
302	6830102.646
303	6827527.009
304	6824351.408
305	6820225.083
306	6815803.269
307	6811329.817
308	6809354.729
309	6805910.141
310	6803825.42
311	6800754.696
312	6798097.067
313	6795572.121
314	6793591.515
315	6790301.532
316	6788760.956
317	6782902.115
318	6781027.783
319	6779116.921
320	6775432.607
321	6770979.603
322	6766262.725
323	6763402.718
324	6761879.708
325	6759820.814
326	6758076.653
327	6752530.912
328	6748340.459
329	6747223.442
330	6744569.026
331	6742118.803
332	6741338.489
333	6737586.282
334	6732495.777
335	6729228.639
336	6724964.216
337	6723121.599
338	6723076.629
339	6722103.077
340	6722077.792
341	6716537.472
342	6714712.596
343	6712025.144
344	6709096.273
345	6704873.505
346	6701543.558
347	6699612.411
348	6694051.728
349	6690777.444
350	6684482.443
351	6681459.26
352	6676983.075
353	6675029.562
354	6672475.385
355	6668697.242
356	6666569.887
357	6666548.3
358	6665206.427
359	6662952.338
360	6661417.664
361	6659310.071
362	6655802.117
363	6652926.321
364	6651220.593
365	6649538.941
366	6648385.538
367	6645384.441
368	6643807.164
369	6642211.045
370	6640153.339
371	6638130.725
372	6635942.999
373	6634369.89
374	6631413.99
375	6628662.325
376	6626754.706
377	6625269.866
378	6623827.854
379	6619889.405
380	6616608.446
381	6613296.293
382	6610039.716
383	6608389.547
384	6605751.835
385	6604643.684
386	6600140.842
387	6597391.407
388	6594383.001
389	6591897.745
390	6590509.758
391	6588913.323
392	6586741.219
393	6584974.074
394	6581986.259
395	6578035.182
396	6576763.771
397	6575498.677
398	6573178.673
399	6573079.234
400	6571876.939
401	6569501.955
402	6568038.48
403	6565771.393
404	6561895.447
405	6561849.804
406	6559859.36
407	6558373.259
408	6556269.239
409	6553590.134
410	6551175.935
411	6548977.726
412	6547040.14
413	6543989.568
414	6540165.357
415	6536834.116
416	6534684.884
417	6533280.187
418	6530292.451
419	6527147.425
420	6525475.519
421	6523000.529
422	6519189.575
423	6517349.308
424	6515853.918
425	6513745.809
426	6511175.161
427	6511104.319
428	6509507.957
429	6504959.847
430	6502232.221
431	6500505.041
432	6498189.217
433	6495655.937
434	6492402.044
435	6489078.037
436	6489062.984
437	6486628.619
438	6484198.041
439	6480815.443
440	6476478.483
441	6473644.099
442	6471585.023
443	6469995.723
444	6466815.424
445	6464258.223
446	6461967.532
447	6459720.739
448	6457605.911
449	6455459.029
450	6453637.863
451	6451922.804
452	6450774.375
453	6448547.322
454	6445524.279
455	6441873.839
456	6439128.035
457	6436730.461
458	6435163.582
459	6432493.868
460	6430710.783
461	6429935.132
462	6428986.831
463	6428769.97
464	6426523.974
465	6424415.268
466	6422522.578
467	6420190.351
468	6418249.071
469	6415772.744
470	6412912.327
471	6411995.761
472	6410611.623
473	6407750.229
474	6406002.727
475	6403510.631
476	6402171.543
477	6399629.804
478	6396989.465
479	6395244.156
480	6392721.832
481	6389378.859
482	6387928.969
483	6386154.309
484	6383420.402
485	6383407.539
486	6380412.82
487	6374259.743
488	6372807.305
489	6369846.673
490	6367703.242
491	6364447.998
492	6361405.353
493	6359282.247
494	6358011.748
495	6355648.849
496	6354682.805
497	6352908.496
498	6351390.845
499	6349554.548
500	6348482.029
501	6347555.514
502	6344743.69
503	6343801.066
504	6341196.75
505	6339292.443
506	6335542.519
507	6332025.603
508	6327970.186
509	6326470.933
510	6325084.246
511	6322892.315
512	6321043.757
513	6318326.763
514	6317234.079
515	6315076
516	6313264.537
517	6310008.55
518	6307036.097
519	6304913.85
520	6302648.065
521	6300873.861
522	6299628.68
523	6298187.964
524	6296030.375
525	6293923.852
526	6290712.385
527	6290285.464
528	6287213.661
529	6285819.46
530	6283870.788
531	6281653.075
532	6280174.76
533	6280158.392
534	6277178.485
535	6275508.053
536	6273085.224
537	6270497.459
538	6268205.912
539	6266519.229
540	6265237.543
541	6264131.918
542	6262801.282
543	6260741.555
544	6259234.074
545	6256720.159
546	6253872.106
547	6250676.773
548	6247484.463
549	6245313.434
550	6243559.542
551	6243545.454
552	6243518.87
553	6242169.458
554	6241144.662
555	6238912.301
556	6237408.796
557	6235271.751
558	6233257.08
559	6230331.996
560	6228793.212
561	6227472.286
562	6225328.775
563	6223140.041
564	6222077.383
565	6218648.119
566	6217134.627
567	6214311.106
568	6212321.428
569	6210332.436
570	6207651.31
571	6205492.624
572	6203388.204
573	6201967.554
574	6200382.635
575	6198621.967
576	6197153.283
577	6195745.525
578	6193909.153
579	6192997.617
580	6191755.681
581	6190326.233
582	6189426.58
583	6188681.425
584	6187105.785
585	6184737.768
586	6184020.658
587	6182009.917
588	6179927.418
589	6178700.998
590	6178685.488
591	6178670.717
592	6177796.023
593	6177782.031
594	6175781.39
595	6174597.407
596	6172440.484
597	6170413.301
598	6168253.354
599	6167225.43
600	6164884.287
601	6163486.396
602	6162516.76
603	6161062.743
604	6157013.638
605	6154409.018
606	6153498.924
607	6150995.072
608	6150245.235
609	6148948.229
610	6146427.904
611	6144587.12
612	6143152.805
613	6142059.656
614	6141538.426
615	6140241.323
616	6138239.448
617	6136946.012
618	6134803.886
619	6133373.264
620	6130645.126
621	6128933.138
622	6127845.099
623	6125861.953
624	6124882.166
625	6123682.416
626	6122964.284
627	6121337.944
628	6121324.761
629	6118694.472
630	6117598.099
631	6117526.435
632	6112785.254
633	6110949.881
634	6109762.418
635	6109051.98
636	6108029.852
637	6105878.759
638	6104432.407
639	6103515.728
640	6102405.792
641	6101555.651
642	6100263.764
643	6099058.633
644	6097780.475
645	6096586.647
646	6096089.108
647	6094470.106
648	6092416.38
649	6090228.725
650	6087597.666
651	6085518.278
652	6084511.558
653	6082310.27
654	6081247.056
655	6080026.271
656	6079043.702
657	6078404.589
658	6077511.237
659	6076663.198
660	6074268.737
661	6074257.786
662	6073546.838
663	6072437.029
664	6071506.801
665	6070000.038
666	6067538.651
667	6066721.435
668	6066710.867
669	6064376.702
670	6063705.875
671	6060972.862
672	6058853.315
673	6058611.343
674	6056563.015
675	6055389.905
676	6055381.196
677	6053672.132
678	6051923.23
679	6049858.456
680	6049136.018
681	6047726.174
682	6046112.535
683	6045172.016
684	6044385.131
685	6041933.878
686	6040601.36
687	6040584.029
688	6039112.249
689	6038545.246
690	6036789.707
691	6034863.502
692	6034120.695
693	6034111.496
694	6033097.242
695	6032365.68
696	6030016.933
697	6028181.565
698	6028175.493
699	6027514.869
700	6024427.704
701	6023632.287
702	6022866.069
703	6021695.665
704	6020046.436
705	6019263.532
706	6018557.36
707	6018129.888
708	6017753.895
709	6016784.055
710	6015370.178
711	6015364.559
712	6013893.303
713	6012587.446
714	6010900.569
715	6008467.875
716	6007505.707
717	6006186.176
718	6004728.048
719	6004176.159
720	6002893.772
721	6001102.798
722	6000038.881
723	5998595.202
724	5997392.346
725	5996204.402
726	5995523.332
727	5994235.474
728	5992546.225
729	5991759.377
730	5990342.89
731	5988929.726
732	5986767.61
733	5985747.028
734	5983893.005
735	5980654.596
736	5979806.159
737	5978462.833
738	5977338.812
739	5976146.454
740	5973987.522
741	5972728.12
742	5970381.386
743	5967343.487
744	5965774.781
745	5965199.822
746	5964052.541
747	5961903.524
748	5959906.798
749	5959179.276
750	5957419.108
751	5956320.471
752	5954834.831
753	5952852.969
754	5952846.383
755	5951706.114
756	5947277.766
757	5946481.295
758	5945025.076
759	5943048.65
760	5941329.589
761	5940833.04
762	5939770.26
763	5938274.815
764	5937739.995
765	5936793.993
766	5936335.455
767	5934860.994
768	5933892.325
769	5931223.962
770	5929050.84
771	5927578.975
772	5926785.394
773	5926013.049
774	5925015.845
775	5924416.292
776	5923523.03
777	5921830.001
778	5919727.487
779	5918844.217
780	5917388.793
781	5915987.438
782	5914424.742
783	5912728.698
784	5911429.013
785	5910158.944
786	5909867.055
787	5908822.398
788	5907282.431
789	5904424.027
790	5903733.737
791	5902490.573
792	5902069.54
793	5901581.75
794	5899941.224
795	5897223.985
796	5894720.163
797	5893899.053
798	5893159.96
799	5892536.636
800	5888830.431
801	5887458.06
802	5885897.88
803	5885168.232
804	5883700.361
805	5882446.428
806	5881584.359
807	5879809.91
808	5877623.289
809	5876307.006
810	5874361.019
811	5873643.141
812	5869983.007
813	5869220.14
814	5867561.297
815	5866515.583
816	5865716.905
817	5864978.237
818	5863067.867
819	5861656.724
820	5861135.595
821	5858459.422
822	5857571.922
823	5856968.701
824	5855323.362
825	5854207.675
826	5853323.417
827	5853123.738
828	5851220.649
829	5850167.245
830	5849014.691
831	5847030.697
832	5846039.377
833	5844114.881
834	5843011.648
835	5841425.753
836	5839361.359
837	5838770.416
838	5837732.487
839	5835731.627
840	5834017.737
841	5832945.661
842	5831668.254
843	5830423.126
844	5829294.869
845	5827935.755
846	5827116.806
847	5826190.457
848	5825037.343
849	5824323.061
850	5823576.718
851	5822753.172
852	5819584.936
853	5818964.685
854	5817182.302
855	5815596.532
856	5813986.137
857	5812843.541
858	5812228.155
859	5810752.577
860	5809127.04
861	5808278.806
862	5807304.805
863	5806105.152
864	5804687.438
865	5803123.407
866	5802282.836
867	5800743.516
868	5799185.395
869	5796552.79
870	5794947.479
871	5794395.192
872	5794338.706
873	5792938.593
874	5791237.329
875	5789994.733
876	5789405.998
877	5788077.736
878	5785781.425
879	5783885.329
880	5782914.457
881	5782157.731
882	5781007.354
883	5779554.329
884	5779001.813
885	5777669.428
886	5777158.649
887	5776665.559
888	5775806.958
889	5774535.471
890	5773486.817
891	5771317.804
892	5770691.335
893	5769105.58
894	5768460.205
895	5767592.567
896	5766707.606
897	5765989.994
898	5765308.148
899	5763649.292
900	5762854.938
901	5760714.251
902	5760039.619
903	5759068.083
904	5757385.062
905	5756618.99
906	5755361.681
907	5755080.964
908	5753701.634
909	5752450.006
910	5751221.495
911	5748647.829
912	5747251.132
913	5746174.937
914	5745111.69
915	5744190.224
916	5742156.945
917	5741636.821
918	5741029.817
919	5739112.733
920	5738114.198
921	5737351.464
922	5735970.252
923	5734090.728
924	5732622.597
925	5731581.999
926	5730385.099
927	5728985.467
928	5728389.36
929	5727456.832
930	5726541.473
931	5726042.242
932	5724495.583
933	5723571.382
934	5722950.75
935	5722739.501
936	5720261.188
937	5718285.798
938	5717171.725
939	5715876.55
940	5714913.948
941	5714206.204
942	5712812.543
943	5711769.886
944	5710062.856
945	5708709.757
946	5705728.164
947	5703830.141
948	5702358.426
949	5701710.495
950	5699895.585
951	5699195.617
952	5697207.647
953	5696147.231
954	5695023.897
955	5693483.545
956	5692763.898
957	5691620.633
958	5690426.234
959	5689048.719
960	5688094.246
961	5686976.228
962	5686109.306
963	5685387.399
964	5684879.934
965	5683474.077
966	5682560.74
967	5681270.846
968	5680718.144
969	5679449.363
970	5678382.25
971	5677916.215
972	5677340.747
973	5675999.309
974	5673775.302
975	5672479.212
976	5670060.802
977	5669209.196
978	5667736.9
979	5666774.961
980	5666102.092
981	5664833.378
982	5663802.497
983	5662210.048
984	5661235.617
985	5660018.42
986	5659047.474
987	5657378.373
988	5655624.265
989	5654157.615
990	5652591.609
991	5650863.553
992	5649679.611
993	5648456.644
994	5647670.879
995	5646205.644
996	5645251.305
997	5644730.203
998	5643624.162
999	5642174.728
